shuffle_both,nsk,perturbed_musk_1,rbf_1_av,0.1,0,0.29432624113475186
shuffle_both,nsk,perturbed_musk_1,rbf_1_av,0.1,10,0.305177304964539
shuffle_both,nsk,perturbed_musk_1,rbf_1_av,0.1,20,0.29947990543735226
shuffle_both,nsk,perturbed_musk_1,rbf_1_av,0.1,30,0.3063356973995272
shuffle_both,nsk,perturbed_musk_1,rbf_1_av,0.1,40,0.30976359338061465
shuffle_both,nsk,perturbed_musk_1,rbf_1_av,0.1,50,0.3104491725768322
shuffle_both,nsk,perturbed_musk_1,rbf_1_av,0.1,60,0.2974704491725768
shuffle_both,nsk,perturbed_musk_1,rbf_1_av,0.1,70,0.3055791962174941
shuffle_both,nsk,perturbed_musk_1,rbf_1_av,0.1,80,0.29943262411347515
shuffle_both,nsk,perturbed_musk_1,rbf_1_av,0.1,90,0.3084633569739953
shuffle_both,nsk,perturbed_musk_1,rbf_1_av,0.1,100,0.3147044917257683
shuffle_both,nsk,perturbed_musk_1,rbf_1_av,0.1,200,0.30609929078014186
shuffle_both,nsk,perturbed_musk_1,rbf_1_av,0.2,0,0.29432624113475186
shuffle_both,nsk,perturbed_musk_1,rbf_1_av,0.2,10,0.307612293144208
shuffle_both,nsk,perturbed_musk_1,rbf_1_av,0.2,20,0.30472813238770685
shuffle_both,nsk,perturbed_musk_1,rbf_1_av,0.2,30,0.30340425531914883
shuffle_both,nsk,perturbed_musk_1,rbf_1_av,0.2,40,0.3138534278959811
shuffle_both,nsk,perturbed_musk_1,rbf_1_av,0.2,50,0.3092671394799055
shuffle_both,nsk,perturbed_musk_1,rbf_1_av,0.2,60,0.31278959810874707
shuffle_both,nsk,perturbed_musk_1,rbf_1_av,0.2,70,0.30817966903073285
shuffle_both,nsk,perturbed_musk_1,rbf_1_av,0.2,80,0.3120094562647754
shuffle_both,nsk,perturbed_musk_1,rbf_1_av,0.2,90,0.2953664302600473
shuffle_both,nsk,perturbed_musk_1,rbf_1_av,0.2,100,0.30047281323877073
shuffle_both,nsk,perturbed_musk_1,rbf_1_av,0.2,200,0.3019385342789598
shuffle_both,nsk,perturbed_musk_1,rbf_1_av,0.3,0,0.29432624113475186
shuffle_both,nsk,perturbed_musk_1,rbf_1_av,0.3,10,0.304822695035461
shuffle_both,nsk,perturbed_musk_1,rbf_1_av,0.3,20,0.30373522458628843
shuffle_both,nsk,perturbed_musk_1,rbf_1_av,0.3,30,0.29735224586288417
shuffle_both,nsk,perturbed_musk_1,rbf_1_av,0.3,40,0.3037825059101655
shuffle_both,nsk,perturbed_musk_1,rbf_1_av,0.3,50,0.2978723404255319
shuffle_both,nsk,perturbed_musk_1,rbf_1_av,0.3,60,0.3109219858156028
shuffle_both,nsk,perturbed_musk_1,rbf_1_av,0.3,70,0.3078014184397163
shuffle_both,nsk,perturbed_musk_1,rbf_1_av,0.3,80,0.3013238770685579
shuffle_both,nsk,perturbed_musk_1,rbf_1_av,0.3,90,0.3007565011820331
shuffle_both,nsk,perturbed_musk_1,rbf_1_av,0.3,100,0.30529550827423174
shuffle_both,nsk,perturbed_musk_1,rbf_1_av,0.3,200,0.3042080378250591
